SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGVME063,Trade up to WatchGuard FireboxV Medium with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?XkG5wnixFGM=gWXCIVQw8nnzfo6HxjFguw==mkWTHq2cLRkKMHD2OpnRiFO+0HA=
NWG-WGVME671,Trade up to WatchGuard FireboxV Medium with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?amWkT/eanF8=U8CDDNkY6/JR6MkdLlYJkQ==yDi57OUvXbxSTr0gQQ1MLE5Jjyw=
NWG-WGVME673,Trade up to WatchGuard FireboxV Medium with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?ZNb39VSyjLw=1vDefJEbR7yOJ8joKmQGHQ==PPWWcLG4DClPC+uBmVBFK8gnzW4=
NWG-WGVLG001,WatchGuard FireboxV Large with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?ta6RBw0l6V4=BiaEdRkI+ds/8HIlvNhDUQ==G+7Afs5Q7vNaYBcRNeUrBH2GoQI=
NWG-WGVLG003,WatchGuard FireboxV Large with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?cWrexnw7EK0=pN2Z0DDmwuX98YTFMR2m7w==qDkOHl1uMGTFW94+5oJtREc7csU=
NWG-WGVLG031,WatchGuard FireboxV Large with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?1Nw3oDqd1tU=9AXLMFys8TIN/CSNUtXY0Q==Ax0Q+VLDyBxzEbzCrvvy05BgqdY=
NWG-WGVLG033,WatchGuard FireboxV Large with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?nzer2lIe188=ItiVuqkGrYYvhu9t3ejs7w==vsgFG8t4S1Equ7bCkBCxi68GJoA=
NWG-WGVLG641,WatchGuard FireboxV Large with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?hgb75SEMjNs=A+2p2Wg204KpfeTRO2eYMQ==gix39cgPYQoUXMU/wkUpFuAQcyA=
NWG-WGVLG643,WatchGuard FireboxV Large with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?E0lXM1ZIr9Q=kEBN/NzEj5btWUMP8IPAnA==mJ8mGOoLnao6/Q2ELxkCSDkoLUs=
NWG-WGVLG331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?caGijo/4Jsc=r8YVUTluFxzjW2zWSDj3Zw==k69Am1jgjSUMBJ7WWAh+KyF38uM=
NWG-WGVLG333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?6avXXijegTQ=TvvZ7+rmS21ssuo4WAq8jA==Ta3IGIoqUTBZIhXGGc9AjC1k0yg=
NWG-WGVLG351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?RA2VhEySICU=GLLun3h7y1c6/GCD4goggw==/raqqeaIS7OtWrLWxpFHxIpeg9I=
NWG-WGVLG353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?gvhGnWl1J7A=Q7LSE7jZMB3M1KSETpOdgw==PRxtslrcB6vnBf66rYtOYb2uEFM=
NWG-WGVLG201,WatchGuard Standard Support Renewal 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?S1NfmRNdwTQ=vMmbQBfK9I+mgw/HHwZLuA==IyWc4yY49BbKu80RCbBIwyt69Dc=
NWG-WGVLG203,WatchGuard Standard Support Renewal 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?+KCMU69s490=7y0DJ1ZXhpghONsBlAAgYA==bEJ7U0RIJohMXxENz7Xnaiv8CJM=
NWG-WGVLG261,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?9JA78DwkfIE=OSAie/LKy1KZgNomYxBDug==i2LliQI0ZR13CzZEPHCFBJILBX0=
NWG-WGVLG263,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?gu+Fwx4NWXc=Q761N1jhzgrQrK/e81EQtA==62YDUJGkbvNHXPX/S5gaHFonP6w=
NWG-WGVLG101,WatchGuard WebBlocker 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?JredOs1JEk8=/lf0vEM5Yg5At7Teb0S5/Q==vr7tM4m0UDY5TAdcrgMUJP2HjaM=
NWG-WGVLG111,WatchGuard spamBlocker 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?kObFuC0fjAo=+atRqTueW7UV8AdkyLrikA==/THtPlGUDwOy/iqlAh7oLeK3JMM=
NWG-WGVLG121,WatchGuard Gateway AntiVirus 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?mgNPNrWPWoQ=AeQeEw6k33KZAIGyWXGPtg==srKmWt+pHFUNdhF5+ZMOaUFq1as=
NWG-WGVLG131,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?R6Ll74XxT6s=mwEp1CiTagNwcX45hiEStw==OUxL5TYWMnCtKCYscviKBSHzPnc=
NWG-WGVLG141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?+KEFM3v+cKw=bJpnTCEkVGwvl+gINodDlw==RPF7QqJJTOWiHIlFhrBV7624458=
NWG-WGVLG151,WatchGuard Application Control 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?m3ZJshCdzdQ=QbAujkojRmtrj/vWcM1qgg==/r2Td+Am0SdMeHaUR7GxCoJUTXw=
NWG-WGVLG171,WatchGuard APT Blocker 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?GUkDhnVT8zI=mwCrQFc/vh9GOnzo4KQD4w==T4LaavUcFWzHU5BrXK11+cBJv3I=
NWG-WGVLG173,WatchGuard APT Blocker 3-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?RJ+DbqiT/3E=TUn22qp9HrC4Er/agGjOvQ==GMDgmEbTh1Sj8z6sYtJqtyb1IWw=
NWG-WGVLG181,WatchGuard Network Discovery 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?MDoEeBaI7AE=kQbw4Tn/vBS+/YceWKgfHA==Tvq35lsh7TR4Bs46WtSjOhU5ieg=
NWG-WGVLG521,WatchGuard Cloud 1-month data retention for FireboxV Large - 1-yr,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?utwZ20hGt6A=iPetGGBp+Ex7nH8IUJGwuQ==ndPmzXVumVVoG2sAI9HYqJ3UL5o=
NWG-WGVLG523,WatchGuard Cloud 1-month data retention for FireboxV Large - 3-yr,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?xdt9KcSRNv8=QYyMIa8/WzvyBfYhP2ylTQ==25PEQ5OOB3+mAHyaH63AWDwNgD8=
NWG-WGVLG061,Trade up to WatchGuard FireboxV Large with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?BLokvCTffAo=t4+a92yiXVWFfPebEUaZ7g==xScZvJTpG7UMSSuLG6w+f4zKdl8=
NWG-WGVLG063,Trade up to WatchGuard FireboxV Large with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?zIWjhhfoSwI=LX/p2INOf1R4BQn09SvPNQ==kYX+OBgFPtJ1kcBK4XSnCU++Hn0=
NWG-WGVLG671,Trade up to WatchGuard FireboxV Large with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?IH15Hmz778k=xg+hU2nG3PmL7+ORV4HuBA==kxPjv326dbW50J9cOY13zCx7zKU=
NWG-WGVLG673,Trade up to WatchGuard FireboxV Large with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?CqOxd5tZF7A=E5SfQPkcWzArmGZu+1tTtA==x0T5YxBkrCvhoYanh6biD/VgMiw=
NWG-WGVXL001,WatchGuard FireboxV XLarge with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?eBFmkJmYiOc=AD1GJK+nvdvlgFQ0ifF+9Q==41uuV32kaqTpoN1PjPH5xlJnmYo=
NWG-WGVXL003,WatchGuard FireboxV XLarge with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?xJyEr41J8NI=kGBbdIFSp6pnCRTav6YctA==mDiRi/GA9RMHMVc9fXYZX0XsLjU=
NWG-WGVXL031,WatchGuard FireboxV XLarge with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?P/8wiL+WHyk=etf0GisfK8tJChT7gRUHHw==3SZgyX9WW0x6HX6BjiWSYJI8YM4=
NWG-WGVXL033,WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?d+2GixB1GGc=1oqi2SOOZBiaJFOuuHlkQg==LIfJEgkZQo+3Z7B+2/eYMd988yQ=
NWG-WGVXL641,WatchGuard FireboxV XLarge with 1-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?S0BIc7xU7y8=pnGclKlpWXuqzYylihzKig==v4/TEhs1MYic9lbPcmd1hCvj9Cs=
NWG-WGVXL643,WatchGuard FireboxV XLarge with 3-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?AULIsyyymWM=NJqxK0U/V4R4Aajf6pGmXQ==5eaT1fhssbMAUh1UgJXr8+lFNzY=
NWG-WGVXL331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?+Xqu08/ithc=8qleeq7bHixzyYElCy39KA==bmnx/MQgYnOKyTpo9GV3v5Pm6Uw=
NWG-WGVXL333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?QqJ20nz8nkI=mJlfv/qAzJ9rLSYz4b3a6g==OwrSPjKfxGW7kL6G4v0arSqDnxQ=
NWG-WGVXL351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?+vYkz6XoVfo=pYipNyuzTkw/sPo8OT2LlQ==a0MMvEOa1UCrRJPIk5lHBOr9rH4=
NWG-WGVXL353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?BDR58tlGOaQ=DTOdDKPmAIk4hXRxsjhE1w==WwHp4rMe4uAhvs5EZAbjTYv9E9w=
NWG-WGVXL201,WatchGuard Standard Support Renewal 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?WOvJPQmbNNc=ufkcVRfMN19VtTQaX4iL3w==UHm8SifEtlzCNGUjaKDfC037fOA=
NWG-WGVXL203,WatchGuard Standard Support Renewal 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?zLME1BYjBZw=fbfSvb7tcIKNLvDNR48ruQ==dz9gSQoYRZ1HvG8/EmKQiZ9CVy8=
NWG-WGVXL261,WatchGuard Gold Support Renewal/Upgrade 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?OAbHIiB2Mfw=ZGUB9m9QKhfpzPpMjtq7Zg==cOODJONh/W9as9qHnWOyw71XcsQ=
NWG-WGVXL263,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?lxGuNf7QSyY=UTKBKhuHG8KvGu774YwUiw==zlI8t349OB9SNWSIeDrQPJMUg4I=
NWG-WGVXL101,WatchGuard WebBlocker 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?xZ2N4nvXtEQ=znpyJw0hAofJvdkwlQhLEw==DAhrHfyMShrnOD24HSHBvHsat9I=
NWG-WGVXL111,WatchGuard spamBlocker 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?amHjLKtZhpc=izU6jjYVtaneA6nHNpK7bg==iWc1NCABkTviE3Zuje/t6go51eU=
NWG-WGVXL121,WatchGuard Gateway AntiVirus 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?hSQUmGoBRgE=onZ+Z/iEZX6FrWxG94sqow==Et2jyVc7/z613cvmcNfI2gpMyJo=
NWG-WGVXL131,WatchGuard Intrusion Prevention Service 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?v8yNT29sm24=rrr+5TO0y9XVDyvh5rMVxQ==bhEZUAtiw29jnS+eGk8SpB0Mccs=
NWG-WGVXL141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?mPgOnDlL7hw=FJXQyTXoVTYuZVwq5sEf5g==KI7lgdURGNpm2YgQ48xmbEQgazM=
NWG-WGVXL151,WatchGuard Application Control 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?C2FOjhuH1NU=u9auqKyzPhpJ7g/ciPqoOQ==ku/S8IoEj9RfDR1Ui9/Tnq4tLmk=
NWG-WGVXL171,WatchGuard APT Blocker 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?Lo54hx9tzqg=t4hARpb9F5ZdfFGk09xhnw==ck9nxBbPj70OGRsSkRXTxHc/414=
NWG-WGVXL173,WatchGuard APT Blocker 3-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?4fj8FxphehE=SK238QP1DlVIlhcKXlBkfA==0ky2zMR3OZqNud/DROXo/fOY7eM=
NWG-WGVXL181,WatchGuard Network Discovery 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?oQlymcDi6E8=OMkEehAc0nhMeTbXMRkG+A==JYHBYGWlCh4m2jCttxkNxEVbpJw=
NWG-WGVXL521,WatchGuard Cloud 1-month data retention for FireboxV XLarge - 1-yr,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?A3DpnUsn380=VgFtaRo2jwaH3hX8Qikw6Q==VWaKeSFvvQNOPStaoUO1Wm06e4Q=
NWG-WGVXL523,WatchGuard Cloud 1-month data retention for FireboxV XLarge - 3-yr,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?omvMdM3haGo=slEi45QOeaAMgYR0AiFLJA==SQ4I5FVT8emuhJ9l1+K70b3WBaQ=
NWG-WGVXL061,Trade up to WatchGuard FireboxV XLarge with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?y/5y94mvmbc=lovUyaJonQnW2WIYB7XKoA==2ioxK+SXeJcrWBTD1Hb+FbJvAQo=
NWG-WGVXL063,Trade up to WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?3YfNKqQyOdM=NZJADKcwEiRRnyNvu7xB/A==jbJjTzcaJhycvDZzJw4qIMhwDJk=
NWG-WGVXL671,Trade up to WatchGuard FireboxV XLarge with 1-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?J+osQmkGmoI=0x1Dp2s666uaz4005QBaqA==wJnpZF/cynkpgB35xqTDRIYxn+4=
NWG-WGVXL673,Trade up to WatchGuard FireboxV XLarge with 3-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?ilrWQWfLUTc=Iru3gnch/zSUoH0i/ENEOw==75GtESyAmVkeqvYhFIcF7HLAQO4=
NWG-WGCSM001,WatchGuard Firebox Cloud Small with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?zVlHisgGANA=P1BPIcxUASSwrGkECfy8dw==zYszWa6/C7O4QCTkbgY7ZGYrdmE=
NWG-WGCSM003,WatchGuard Firebox Cloud Small with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?tk24H6lUXl4=fTFSVSj7iuRwYimBesd1bQ==Hv2+kj2CeKy7AZtg4Blt79aVH44=
NWG-WGCSM031,WatchGuard Firebox Cloud Small with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?XCDykb/GhsA=QJbM99i4GhUO9W9AB+13Tw==/IcX+Z/gC2+cnsUJB8PvN0g3aXY=
NWG-WGCSM033,WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?0PMmc8/ne/o=IlxX4FvwTCsdSQZNk4qLVw==w8qsEV1V1BwI30vk8Y1tnq7nSSw=
NWG-WGCSM641,WatchGuard Firebox Cloud Small with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?RTCH9+8OeQ4=JpSb00NYE/qtUq1vd88rhA==QWu5vR1bzRAwgkjCllOs+S9cHAM=
NWG-WGCSM643,WatchGuard Firebox Cloud Small with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?Qj+ZzpoSkr8=xhdzAUGA0r1tfdgCNG80sw==MMYtEfJXcmPSRZtFeZvlCEaA71U=
NWG-WGCSM331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?zBJ83uWjBpI=0+sEIFFFugsj78D8KvLgAg==0dWDy93FRtj7kJq3mIPHqdF/bFc=
NWG-WGCSM333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?DcNE0DJPkKo=eWiTgxd5J6rQixXLvofhEA==rkRkEcySyfPbiX/+T5nn562CPcU=
NWG-WGCSM351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?tBWQXJGBw6c=8cMnyrRIEyiko2PnfhFPQA==gTX03zJulqcWdrAbcgLT6mxjAEQ=
NWG-WGCSM353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?/j3uemcp/Ao=vmQcBTmVblQcac/WPZuR+A==WMAYXmcx5QSnNWWxKKZBQ3CNmy8=
NWG-WGCSM201,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?o1Zoe+V6Q2Y=MYi7sUNW/H9JdoQVT89O3w==qfXaIKV6V+mW0AuvADBxVeTLzlU=
NWG-WGCSM203,WatchGuard Standard Support Renewal 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?fHOlySI0wiU=gw2w8AQiwx69Z8p72k4EKw==SSwM3t+CTQ5tnD9MqJDYCHv/FqA=
NWG-WGCSM261,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?5aEgst7gyts=/Q4o8X5ZViuVq5LlT2AOEA==3i9PA59ZvOPgpmpM4mUwtOAVJqM=
NWG-WGCSM263,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?BYmzvaq9DNk=7fKNRjtdz9c3oRMWUrCvZw==TTZcRfNC5Eq62nmc/HD+cmRFbrs=
NWG-WGCSM101,WatchGuard WebBlocker 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?3G0tifncQEw=djvWhiINLoPuQhJW7tPGeQ==adtt/tZzUZ9dc42+/x7DzWbaPkg=
NWG-WGCSM121,WatchGuard Gateway AntiVirus 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?KH90DNL3DN0=avPXoYFnOxL8MNiWWO8+GQ==UUOYXk1UEKHPjbxtuEWtmRw98bs=
NWG-WGCSM131,WatchGuard Intrusion Prevention Service 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?jaSqQOxl3Hg=kqhTCCkXaPbOIzRFDM3IMw==LfyrRpc7VbKkfrBMpXbCikSS544=
NWG-WGCSM141,WatchGuard Reputation Enabled Defense 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?oHV5Oh/cN4I=WJn6NJztVpVxxHwNG2nWbQ==oGZCITjuQTuJ+O1nUK81C1kU610=
NWG-WGCSM151,WatchGuard Application Control 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?aCNF7Ohn/ig=GAtu/OztAV3SJv2D6uFm8Q==mdq1jiTvdXQSnoLAEfQccBsuFSc=
NWG-WGCSM171,WatchGuard APT Blocker 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?BrSire/zZHo=BSbv1MdXOLVuU8CmCpZn9A==gwpBa/5wTK4oYLKx4LBtEZ2L9l4=
NWG-WGCSM173,WatchGuard APT Blocker 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?aXAb4HKuto8=L/I3deUlxPmhLWOgEFKU1g==bB8qyT7crvonBCPsrBBsRxjPPfw=
NWG-WGCSM521,WatchGuard Cloud 1-month data retention for Firebox Cloud Small - 1-yr,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?yEAG116tkVE=WecEa0P/KYaS/s+VXdw7DA==N2kmXUQUciS7XjLL2UrWhflG8L0=
NWG-WGCSM523,WatchGuard Cloud 1-month data retention for Firebox Cloud Small - 3-yr,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?xLbV0tiPZzY=Y7RUGDK6dLWrlTLTRhwqVw==CsnTPIoFgw6s9vJ9reN2bAeV6eY=
NWG-WGCSM061,Trade up to WatchGuard Firebox Cloud Small with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?KwQNvtbYowE=jui1QnxRDRsCm11CGuhSaw==OKWz/3VBbMDDlbXs52N7SqC/3jY=
NWG-WGCSM063,Trade up to WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?Z7bKdTaAioo=Z5qeN/SCHYz6Hl1mgOpNHA==YheKDyXQPCsbuluziLL7oWoZsfc=
NWG-WGCSM671,Trade up to WatchGuard Firebox Cloud Small with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?R9x+bFhsSfI=SFUGwMdjtTvwvfqCdnq58A==fhU1b0GbOhvrWNHbWrYtMZIXVJI=
NWG-WGCSM673,Trade up to WatchGuard Firebox Cloud Small with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?vipjcuOWBI8=Rig+Fw93OhG57CFUuRiFkA==n3VfQ4I9unJWf48q2rr3r2sAIj8=
NWG-WGCME001,WatchGuard Firebox Cloud Medium with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?akOKRznVjNs=u3Nurdw3LIef1S9Z780YBA==ro7qlxrNOcGKpmju2WpuzwjiaZU=
NWG-WGCME003,WatchGuard Firebox Cloud Medium with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?Way13OHKSs0=I69sh3n3XUlYWymCokf3/Q==Rb9P4ri41ZHvzYUgUjr9WXZXTxU=
NWG-WGCME031,WatchGuard Firebox Cloud Medium with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?tHdvILHq+VY=IT+U5C8y3kZ+hQ8JoUVlJw==bazHCwhw/3ejXT5Re1CZtSo3E5c=
NWG-WGCME033,WatchGuard Firebox Cloud Medium with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?gCW6yE1biFc=PgSqr02eZcuFKRbsqrj7Cg==AxbTagD/VqCYZpu/lqRV8H56V5M=
NWG-WGCME641,WatchGuard Firebox Cloud Medium with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?w9n+4kqCv5Q=WifgUp3o2AaSzJ3Jxg6mVg==Zewry156j4HF10Hl7dEWdJe1xtE=
NWG-WGCME643,WatchGuard Firebox Cloud Medium with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?NUY9MfHXiEU=zyij05n4WJOczlDopO3d2A==HlQuzVpJAaq6Oj0bBf7YWTp4gig=
NWG-WGCME331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?2Gcjbz9CP+w=xWigUJeAekMDvVW6WEGN6A==ePYPFK8nWX8pPMpVDyzejP80AiY=
NWG-WGCME333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?9rBpxS57HNA=PXppISkH2u/1GV71+vdyyg==H5YLXHrxmW7jc0YPubNWkoDkYjI=
