SKU,Name, MSRP ,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGT470063,WatchGuard Standard Support for Firebox T45-PoE - 3-Year, $683.00 ,Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?H3ugXDtn+/Q=VrDo81maExyqq/MHlj5CZg==qQgq0qhEhV53r28qXVzKviY/b2xm
NWG-WGT470065,WatchGuard Standard Support for Firebox T45-PoE - 5-Year," $1,068.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?K1J5x7Ug04A=pvR9wdiI1NvMbFTdx63RPg==G8l7E1CZSE+VSHPx2flf6Eg0OJwI
NWG-WGT470071,WatchGuard Basic Security Suite for Firebox T45-PoE - 1-Year, $638.00 ,Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?wFvxXS3ZGS8=ysHnvVItuoVWXc4H+zi0Ag==QBh/dYL0jxxTvvph92kPY+KhQET4
NWG-WGT470073,WatchGuard Basic Security Suite for Firebox T45-PoE - 3-Year," $1,368.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?Mq6Mgfxk0f0=UZ06uTLt0yrekWszPqvBdg==nCQoNb+R6iMjalRvVwN4eavRjaOY
NWG-WGT470075,WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year," $2,423.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?lrw1vMmLEPs=gY5LHS/4EdQv/sfCEu5B0w==8NInVdYYjdLgFgYOgVigB2tGW820
NWG-WGT470081,WatchGuard Total Security Suite for Firebox T45-PoE - 1-Year," $1,128.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?gbGORCiYZyA=T937Un19J8P3QFL11Y3EmA==+J+c1Y4A0IQXu4kLXc9Fb5XdhwEv
NWG-WGT470083,WatchGuard Total Security Suite for Firebox T45-PoE - 3-Year," $2,553.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?nmNqz5cPm8U=HJT/0WrSESzDJ5nxhZxisA==B+z16w545B3qrkOZPLAl5QTBSzUI
NWG-WGT470085,WatchGuard Total Security Suite for Firebox T45-PoE - 5-Year," $4,733.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?3CwQtw+qgYY=mBIMkC8yaYkh/WPR2p2elg==Flri0BSL1mtd5Wy3Ci/JFGMys4fn
NWG-WGT470203,Trade Up to WatchGuard Basic Security Suite for Firebox T45-PoE - 3-Year," $1,113.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?j9ho5ZVtjAY=0Pd2jE0jgMJoGrDuP+9vkA==dDCM/uQWymmXKlzvzH78FidRAG4C
NWG-WGT470205,Trade Up to WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year," $2,168.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?OX3sQllh4Rs=oyeqKH6xpcGx3xeASx61qw==akGQ0swFhpBsB4txRdraSSdlrvsO
NWG-WGT470211,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 1-Year, $853.00 ,Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?K7G/2gVi79U=i7NQji9ZLZURCcRm+NrTpA==daCeSpKsX1nmgjZtANSkugcsjsGJ
NWG-WGT470213,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 3-Year," $2,293.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?9Uu868i6OAU=y7Mpz8SDKBfgnqgbI9q/sw==ZY+6RwHEWJRORxoM7s3FGVr7lF1i
NWG-WGT470215,Trade Up to WatchGuard Total Security Suite for Firebox T45-PoE - 5-Year," $4,468.00 ",Electronic,T-Series,T45-PoE,https://partner.leadersystems.com.au/products.html?yb4EtjJHBiM=Eu88TgJAY2xM3zBCxrhw2Q==vRoEqyZLH41qGlOfgYrbXYVZt1kK
NWG-WGT48000-AU,WatchGuard Firebox T45-W-PoE  Appliance Only (AU), $776.00 ,Physical,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?J/MKJxRJ5FE=mHMqDkcdrw6rz01E5XBDeg==l6OjGbHKZHnUozC4ol8rzFg+6c8OhDQ=
NWG-WGT480061,WatchGuard Standard Support for Firebox T45-W-PoE - 1-Year, $534.00 ,Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?NyEIk3Q0e4w=MCku9OI0k99F3+9R+aVECg==RjIjNWDWcSRv5eXEi3ZQXyYPM/dJ
NWG-WGT480063,WatchGuard Standard Support for Firebox T45-W-PoE - 3-Year, $889.00 ,Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?JUXdS6YF1pQ=kcxALZ37Mi22yiSW5xSMRw==G+MRbn8wezhnjrvhVd/L9c+UttmC
NWG-WGT480065,WatchGuard Standard Support for Firebox T45-W-PoE - 5-Year," $1,384.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?SpC5w0IhYl0=4XUNEZfEunSHw9ARX2K37A==e4NfLEJdlTHTU0De2fj4sPLsWaSE
NWG-WGT480071,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 1-Year, $819.00 ,Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?FieCCW96NvM=EQBLkTep4rqyDaQ5CLeFmg==hrqfvGJn0LLyqXVnu53p5YSu7EIm
NWG-WGT480073,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 3-Year," $1,779.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?IQidT1OcTdA=Y8VXViaIGAUBnzdorKPokw==3TaiIwzhVITjQyMzJ4icO45nvsHz
NWG-WGT480075,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 5-Year," $3,159.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?j6Y3PYYEVMM=nq/lAHRvUzxYiBKV19VNiw==FJYx43jFekGAwDZ89sW5zt/NkcAE
NWG-WGT480081,WatchGuard Total Security Suite for Firebox T45-W-PoE - 1-Year," $1,564.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?FXCSvyvJcK8=Ob3s01PMfUjcWU1YvcxWug==C7V/axdTYgGQvWYqMgPPe68/is7g
NWG-WGT480083,WatchGuard Total Security Suite for Firebox T45-W-PoE - 3-Year," $3,494.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?f5nbSMBLhl0=iWkfTnYuqs7OR1gdDsIfyg==dId8cNZSQtQ45X6K3EFUk3BLIZec
NWG-WGT480085,WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year," $6,234.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?GgEXbUr+R64=tn0Uik+0i34ESugYaJQwaQ==eFbiAJe8coQV6RJ9m3064wNgWRER
NWG-WGT480201,Trade Up to WatchGuard Basic Security Suite for T45-W-PoE - 1-Year, $489.00 ,Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?SYZgzg94J9c=X8ZGuAUfciQn97VV6Poifg==qNvxmAS1Fpv6HSKAg9tVx0Y5IdAw
NWG-WGT480203,Trade Up to WatchGuard Basic Security Suite for Firebox T45-W-PoE - 3-Year," $1,446.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?AVXy7ef8DeI=KR90e/6NSktE9uB6WDfBqg==imaiwzN9aE/kX8aGeVQpGhzO3iRg
NWG-WGT480205,Trade Up to WatchGuard Basic Security Suite for Firebox T45-W-PoE - 5-Year," $2,824.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?x8uyDUe8Wto=oI4dgq1fPZqRnuVF54AN0Q==camgjV/teyrxgyT84h/Ar8cUy3Ec
NWG-WGT480211,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 1-Year," $1,218.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?zfWlVPXCaW4=ywV7pus5033lDljdjzD1oQ==OyadNLPWPGjCkO+VxaZ476AgeMjh
NWG-WGT480213,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 3-Year," $3,154.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?ExqUc9J/mbY=cs08DSIwvcIYBFjwty1BAg==jPuMgiiRGG3geGxnnuIQMklOkQME
NWG-WGT480215,Trade Up to WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year," $5,894.00 ",Electronic,T-Series,T45-W-PoE,https://partner.leadersystems.com.au/products.html?HNOHyaCcB4U=ali3jGIOffxaOFEsVpg28Q==eEFDRUAuOd29Bnc6chkGGekD7BkD
